140891408,40.747333,-73.993302
121724946,40.736018,-73.984065
121333495,40.771277,-73.947452
140766972,40.810954,-73.953056
121333495,40.771277,-73.947452
140854136,40.802270,-73.946199
121188589,40.847286,-73.931510
121188589,40.847286,-73.931510
122622947,40.730600,-74.008122
122622947,40.730600,-74.008122
122622947,40.730600,-74.008122
122622956,40.730326,-74.007851
122622956,40.730326,-74.007851
122622956,40.730326,-74.007851
122622974,40.730312,-74.007707
122622974,40.730312,-74.007707
122622983,40.730307,-74.007635
122622983,40.730307,-74.007635
122622983,40.730307,-74.007635
122622992,40.730293,-74.007490
122622992,40.730293,-74.007490
122622992,40.730293,-74.007490
140848279,40.721751,-74.005830
122965416,40.790347,-73.941800
121191628,40.811006,-73.959143
140851870,40.751056,-73.982665
122745100,40.751823,-73.992569
122745100,40.751823,-73.992569
121191986,40.746635,-73.988491
121188393,40.808846,-73.958010
121017559,40.707086,-74.006243
121186135,40.720857,-74.002868
121186135,40.720857,-74.002868
121190139,40.727400,-74.008168
121192388,40.804217,-73.937019
140892675,40.749037,-73.972434
103651898,40.744349,-74.000253
123383409,40.770672,-73.958738
122661663,40.723627,-73.979591
140891596,40.752725,-73.981452
123103275,40.748452,-73.994301
123494664,40.718671,-73.988561
123494664,40.718671,-73.988561
121190040,40.725506,-73.994621
121192501,40.773350,-73.990544
140902192,40.773309,-73.964950
140899179,40.754282,-73.992550
140902520,40.789312,-73.966776
140898474,40.706395,-74.002896
121205668,40.759038,-73.986128
140904172,40.789312,-73.966776
122975995,40.762972,-73.964104
122975995,40.762972,-73.964104
140375993,40.767181,-73.979830
140647584,40.757225,-73.966352
140503809,40.797890,-73.973215
140649001,40.791881,-73.946558
140673769,40.740378,-73.998340
121203982,40.798861,-73.953902
140829815,40.735494,-73.987659
122106078,40.802505,-73.950848
103642818,40.765184,-73.992953
121189515,40.740526,-73.996575
140775533,40.764562,-73.977745
121190111,40.757953,-73.968073
140855732,40.760512,-73.971541
140852708,40.808846,-73.958010
140850639,40.705299,-74.007242
140775524,40.764562,-73.977745
140904092,40.759038,-73.986128
140851843,40.705299,-74.007242
140775481,40.764562,-73.977745
140653709,40.711508,-74.007679
121185984,40.718922,-73.994607
121332673,40.752040,-74.002862
140654931,40.787562,-73.956008
140653843,40.787562,-73.956008
123737028,40.743397,-73.997990
123737028,40.743397,-73.997990
123085124,40.717495,-73.978219
123085124,40.717495,-73.978219
123085124,40.717495,-73.978219
121205668,40.759038,-73.986128
121205668,40.759038,-73.986128
121206827,40.759246,-73.982786
121206827,40.759246,-73.982786
123353584,40.717335,-73.990624
123678216,40.754074,-73.999513
122847241,40.773983,-73.954443
122661663,40.723627,-73.979591
140906740,40.750530,-73.998401
122661663,40.723627,-73.979591
122414002,40.744821,-73.987207
121204188,40.759761,-73.989835
123416918,40.806587,-73.940015
103651950,40.744349,-74.000253
103651889,40.744349,-74.000253
140906483,40.727266,-74.006588
140905643,40.710207,-74.001125
